domain_1	domain_2
PF00453	PF01084
PF09415	PF09415
PF03098	PF07732
PF01336	PF08489
PF00306	PF00401
PF00069	PF00266
PF02463	PF02483
PF04488	PF05637
PF00809	PF02607
PF00069	PF06479
PF00493	PF03104
PF04121	PF07575
PF02824	PF07973
PF00041	PF00362
PF00082	PF02918
PF01981	PF01981
PF00076	PF04667
PF09231	PF09231
PF08708	PF08708
PF09239	PF09239
PF04622	PF04622
PF00972	PF02832
PF01991	PF01991
PF01294	PF01907
PF00145	PF14533
PF00195	PF08540
PF00125	PF08209
PF00102	PF07714
PF00510	PF12270
PF04092	PF04092
PF13302	PF18029
PF00869	PF07686
PF00338	PF10213
PF15511	PF15630
PF01336	PF02260
PF12973	PF12973
PF00109	PF16197
PF04983	PF16992
PF01232	PF08125
PF09358	PF09358
PF00644	PF01129
PF00270	PF00297
PF09010	PF09010
PF00164	PF16658
PF12063	PF12063
PF00089	PF03974
PF11525	PF11525
PF00417	PF01016
PF02403	PF02403
PF06714	PF09097
PF00090	PF06493
PF01230	PF01230
PF00027	PF12058
PF07373	PF07373
PF00023	PF13416
PF00659	PF00659
PF12946	PF12947
PF04950	PF08142
PF10588	PF12838
PF03968	PF04453
PF02736	PF13499
PF13786	PF18705
PF05821	PF06455
PF00037	PF01565
PF06969	PF06969
PF01253	PF02776
PF00054	PF13927
PF02374	PF04777
PF09180	PF09180
PF07992	PF07992
PF03663	PF03663
PF00128	PF09244
PF02148	PF14492
PF02269	PF04719
PF00778	PF00778
PF16543	PF16897
PF05148	PF05148
PF03487	PF12796
PF08650	PF08656
PF02478	PF03246
PF13410	PF13410
PF04889	PF08083
PF14883	PF14883
PF05203	PF05203
PF05008	PF06703
PF01246	PF01599
PF09439	PF09439
PF10373	PF10373
PF01090	PF01200
PF00348	PF00498
PF00564	PF00621
PF01090	PF01198
PF02817	PF02852
PF01226	PF01226
PF00079	PF00089
PF03165	PF03166
PF16418	PF16419
PF00515	PF13181
PF06058	PF06058
PF00071	PF00638
PF04560	PF05000
PF02150	PF04563
PF00061	PF00061
PF08543	PF08543
PF01993	PF02241
PF05021	PF05021
PF05134	PF05134
PF16516	PF16516
PF00468	PF00886
PF11435	PF11435
PF00434	PF17477
PF00366	PF00581
PF00069	PF00330
PF02491	PF03953
PF00637	PF00790
PF01791	PF01791
PF18066	PF18066
PF01642	PF03308
PF06732	PF08145
PF00595	PF00625
PF13432	PF17256
PF00071	PF18172
PF00003	PF00003
PF00692	PF06815
PF01058	PF11432
PF04485	PF04485
PF11396	PF11396
PF01871	PF05669
PF05609	PF05609
PF00009	PF01008
PF08974	PF08974
PF12623	PF16542
PF01116	PF01116
PF16417	PF16419
PF02134	PF08271
PF00004	PF05021
PF01433	PF02202
PF02464	PF02464
PF16330	PF16330
PF04879	PF12838
PF00382	PF01251
PF03487	PF09240
PF02966	PF10596
PF04542	PF04997
PF18032	PF18032
PF09045	PF09045
PF00140	PF03979
PF05949	PF05949
PF04911	PF05873
PF05737	PF17961
PF02365	PF02365
PF08904	PF08904
PF13784	PF13784
PF00437	PF18472
PF16217	PF16217
PF00355	PF03460
PF02460	PF12349
PF02372	PF18707
PF18523	PF18636
PF09861	PF09861
PF17802	PF17802
PF00437	PF00437
PF11540	PF11540
PF04718	PF04911
PF18312	PF18312
PF03381	PF03810
PF00033	PF09796
PF01294	PF01423
PF00595	PF13365
PF00420	PF13244
PF00179	PF13639
PF01558	PF17147
PF02823	PF02823
PF09485	PF09704
PF02922	PF17999
PF00085	PF02752
PF03454	PF03454
PF00047	PF08205
PF07992	PF18113
PF17904	PF18336
PF00076	PF00675
PF13245	PF18019
PF00899	PF02597
PF01253	PF01399
PF15009	PF15009
PF00010	PF04719
PF00069	PF00780
PF13181	PF17911
PF04565	PF04567
PF00069	PF13857
PF00653	PF16673
PF05185	PF17286
PF02050	PF02203
PF00069	PF00870
PF11788	PF18471
PF00428	PF03357
PF02508	PF03116
PF00069	PF00271
PF00888	PF00888
PF01780	PF03947
PF01078	PF17863
PF00002	PF00534
PF18696	PF18696
PF05521	PF05521
PF03946	PF06325
PF16718	PF16718
PF02994	PF02994
PF09412	PF09412
PF03068	PF08527
PF01082	PF03712
PF02879	PF02880
PF00009	PF01926
PF00307	PF00630
PF00989	PF02734
PF11015	PF11015
PF13416	PF13416
PF05089	PF12972
PF03007	PF06974
PF00469	PF00928
PF01593	PF01593
PF07992	PF17806
PF09192	PF09192
PF00559	PF00888
PF00933	PF14310
PF06144	PF12169
PF04389	PF04389
PF13406	PF13406
PF00082	PF02225
PF01215	PF02284
PF09687	PF09687
PF00115	PF02935
PF00032	PF02939
PF00276	PF00573
PF00731	PF03952
PF00170	PF02291
PF02457	PF10635
PF00782	PF16561
PF08441	PF18372
PF00058	PF07686
PF09265	PF09265
PF09251	PF09251
PF17477	PF17478
PF17657	PF17657
PF04857	PF08675
PF00128	PF02922
PF02172	PF16675
PF02616	PF02616
PF03999	PF03999
PF00023	PF01253
PF00271	PF13245
PF01353	PF03130
PF00018	PF00241
PF00307	PF00397
PF00069	PF12796
PF08222	PF08222
PF00231	PF07345
PF03881	PF03881
PF01983	PF01983
PF00560	PF00646
PF12470	PF12470
PF02719	PF08485
PF02700	PF02700
PF05739	PF12352
PF01194	PF03876
PF00168	PF01023
PF00270	PF01751
PF01064	PF01064
PF09453	PF09453
PF00012	PF00515
PF01939	PF01939
PF00417	PF00453
PF03853	PF03853
PF07495	PF07495
PF01398	PF16450
PF04121	PF04121
PF01288	PF02882
PF00965	PF13688
PF06824	PF06824
PF00245	PF00254
PF00573	PF10147
PF00618	PF04421
PF01034	PF01034
PF00494	PF00494
PF00072	PF03861
PF10589	PF13459
PF04515	PF07732
PF02330	PF02330
PF01936	PF01936
PF00132	PF14602
PF03958	PF07686
PF02368	PF02368
PF01192	PF03876
PF13895	PF18452
PF01380	PF01418
PF10163	PF13499
PF09158	PF09158
PF02450	PF07686
PF06367	PF06367
PF00318	PF10484
PF01601	PF07686
PF01216	PF01216
PF02562	PF02562
PF00969	PF01669
PF01222	PF01222
PF07832	PF07832
PF09408	PF16451
PF13012	PF18098
PF06007	PF06754
PF03143	PF03226
PF02922	PF08271
PF18110	PF18110
PF01391	PF06493
PF00002	PF02793
PF04062	PF04699
PF01425	PF13318
PF02972	PF02972
PF02771	PF08028
PF00381	PF07686
PF16369	PF16369
PF00091	PF00307
PF00806	PF05741
PF04197	PF04197
PF00712	PF01336
PF13656	PF13656
PF04857	PF06971
PF00034	PF00400
PF01373	PF01670
PF00271	PF00869
PF00310	PF04898
PF00672	PF11401
PF18622	PF18622
PF01225	PF02875
PF07180	PF16518
PF01269	PF05291
PF00071	PF12796
PF13954	PF13954
PF03787	PF17953
PF08211	PF08211
PF02222	PF02826
PF03810	PF08767
PF00091	PF00091
PF00171	PF00180
PF12831	PF17806
PF00069	PF01030
PF02732	PF17949
PF04851	PF16203
PF00812	PF01404
PF00112	PF12796
PF00025	PF00025
PF04997	PF05645
PF00069	PF02234
PF03612	PF03829
PF03822	PF13499
PF00010	PF01056
PF04717	PF04717
PF08447	PF08447
PF07748	PF18438
PF02489	PF07686
PF00149	PF01603
PF00004	PF01214
PF04260	PF04260
PF01667	PF01907
PF00076	PF00160
PF03705	PF07238
PF05000	PF07500
PF00073	PF07686
PF00653	PF05729
PF00164	PF00237
PF00520	PF00520
PF00935	PF01015
PF08082	PF08083
PF00825	PF00825
PF00037	PF00111
PF05247	PF05247
PF12892	PF13416
PF18004	PF18004
PF01590	PF02954
PF00528	PF13531
PF11560	PF11560
PF00400	PF00615
PF00699	PF01979
PF10391	PF14792
PF00715	PF00715
PF05419	PF16416
PF09754	PF09754
PF03538	PF18413
PF00273	PF09164
PF12729	PF12729
PF01052	PF01052
PF00252	PF00573
PF00252	PF01195
PF00018	PF00787
PF14870	PF14870
PF00486	PF00498
PF04104	PF18689
PF00069	PF00533
PF00118	PF04053
PF00838	PF00838
PF00514	PF08542
PF00454	PF00794
PF02127	PF03909
PF00476	PF03120
PF00771	PF01313
PF05116	PF08282
PF04422	PF04432
PF00720	PF00720
PF00134	PF09241
PF00728	PF02838
PF08911	PF16186
PF09480	PF09480
PF00731	PF00731
PF00575	PF03876
PF01031	PF02212
PF04386	PF04386
PF00189	PF00253
PF09785	PF10596
PF07679	PF13895
PF00096	PF00627
PF00076	PF00623
PF03152	PF04928
PF00080	PF00081
PF00136	PF04104
PF00468	PF01196
PF00503	PF09128
PF00361	PF09781
PF04399	PF13417
PF01191	PF05158
PF00227	PF00300
PF04811	PF04811
PF06179	PF09637
PF09094	PF09095
PF01850	PF09957
PF00025	PF00382
PF00078	PF08388
PF13574	PF13574
PF04056	PF13307
PF00076	PF03165
PF00468	PF01765
PF00550	PF09782
PF10584	PF11919
PF06890	PF18715
PF05068	PF05068
PF00240	PF12678
PF03709	PF03711
PF01678	PF01678
PF00005	PF02687
PF00071	PF01833
PF02779	PF02852
PF01012	PF07992
PF00125	PF00439
PF03714	PF03714
PF04449	PF07434
PF08915	PF08915
PF04880	PF04880
PF01741	PF01741
PF02770	PF02770
PF03721	PF03721
PF00454	PF00613
PF00022	PF00493
PF00249	PF01593
PF08363	PF08363
PF02310	PF16554
PF01874	PF01874
PF04727	PF11841
PF00069	PF00433
PF01085	PF01085
PF01783	PF18502
PF00996	PF01412
PF03813	PF17403
PF05046	PF14978
PF02696	PF03079
PF00542	PF00542
PF00486	PF01627
PF00297	PF00444
PF01094	PF10613
PF07686	PF16451
PF00207	PF07686
PF00018	PF07714
PF00078	PF12009
PF02212	PF02212
PF00289	PF02786
PF00604	PF16186
PF00254	PF00254
PF04992	PF04998
PF01084	PF01250
PF01648	PF01648
PF12780	PF12781
PF18343	PF18343
PF00957	PF02991
PF09351	PF09351
PF13802	PF16863
PF00356	PF13377
PF18451	PF18451
PF02005	PF02005
PF17934	PF17934
PF03131	PF03131
PF00983	PF00983
PF00533	PF00533
PF00069	PF00097
PF16695	PF16695
PF03588	PF03588
PF02874	PF05405
PF00352	PF02751
PF04560	PF04566
PF01990	PF03179
PF18216	PF18216
PF08796	PF08796
PF00908	PF02350
PF00543	PF00543
PF01342	PF01393
PF00049	PF00086
PF14489	PF14489
PF08354	PF16073
PF03134	PF03134
PF04267	PF04268
PF00140	PF13397
PF06398	PF06398
PF01030	PF14843
PF07828	PF07828
PF00097	PF02225
PF10776	PF10776
PF01151	PF01151
PF00128	PF02903
PF14567	PF14567
PF02179	PF03959
PF01839	PF01839
PF02852	PF07992
PF12341	PF12341
PF00415	PF13540
PF12181	PF12181
PF01198	PF01280
PF02216	PF13426
PF00493	PF00493
PF00022	PF08603
PF09341	PF09341
PF04088	PF04882
PF00046	PF04769
PF00227	PF01842
PF01749	PF01749
PF00271	PF01018
PF00814	PF01163
PF00249	PF00271
PF00071	PF00433
PF01157	PF17144
PF02374	PF02374
PF00199	PF00227
PF01425	PF02637
PF18707	PF18707
PF03608	PF03829
PF00038	PF00038
PF01593	PF04433
PF05649	PF05649
PF00453	PF00572
PF07555	PF07555
PF10119	PF13847
PF00957	PF01781
PF01401	PF09408
PF16577	PF16577
PF06632	PF09302
PF04262	PF04262
PF06689	PF06689
PF00115	PF14715
PF01512	PF10589
PF03130	PF13646
PF00338	PF07650
PF00015	PF00015
PF02966	PF02966
PF02538	PF05378
PF00041	PF00727
PF00301	PF01534
PF17389	PF17390
PF12826	PF12826
PF03882	PF17192
PF00155	PF01992
PF00476	PF18136
PF00004	PF05491
PF16688	PF16688
PF11127	PF11127
PF02977	PF02977
PF00927	PF00927
PF06179	PF06179
PF00970	PF00970
PF09055	PF09055
PF00103	PF09067
PF02883	PF05194
PF02753	PF03627
PF00476	PF02739
PF00169	PF00435
PF00786	PF00788
PF05371	PF05371
PF10747	PF10747
PF02931	PF02931
PF11033	PF11033
PF07201	PF07201
PF18675	PF18675
PF01000	PF04983
PF00467	PF00623
PF02002	PF04997
PF01728	PF02777
PF01716	PF01789
PF00327	PF01907
PF00842	PF00842
PF00815	PF01503
PF02710	PF03996
PF01347	PF09172
PF17795	PF17796
PF01257	PF15880
PF08326	PF08326
PF00638	PF08767
PF00504	PF02507
PF13640	PF18331
PF00505	PF05669
PF09770	PF09770
PF00383	PF00383
PF12930	PF12930
PF00391	PF01326
PF00264	PF14830
PF07997	PF07997
PF03689	PF03689
PF00248	PF00514
PF00679	PF03144
PF12007	PF12007
PF00096	PF00443
PF02941	PF02943
PF00069	PF00481
PF01246	PF01981
PF14246	PF14246
PF01843	PF17078
PF01568	PF12800
PF02744	PF02744
PF09240	PF09294
PF02123	PF02123
PF06283	PF06283
PF00419	PF13954
PF00475	PF01912
PF01510	PF01832
PF02441	PF02441
PF00523	PF07686
PF00869	PF01004
PF00125	PF00498
PF00345	PF03627
PF00115	PF00115
PF07662	PF07670
PF15024	PF15024
PF02917	PF03372
PF02611	PF02611
PF00827	PF01655
PF01039	PF01039
PF03871	PF03876
PF01135	PF01135
PF00097	PF00627
PF00503	PF00621
PF00712	PF00712
PF01116	PF04997
PF14310	PF14310
PF18516	PF18516
PF06455	PF07225
PF02540	PF02749
PF00047	PF02947
PF01423	PF03371
PF00080	PF02777
PF00493	PF14629
PF02449	PF08532
PF00785	PF02518
PF00501	PF01652
PF04542	PF04563
PF06616	PF17728
PF02222	PF17769
PF03599	PF17651
PF00145	PF12047
PF00078	PF00665
PF00161	PF02804
PF00171	PF01150
PF02167	PF02320
PF00936	PF00936
PF00357	PF08725
PF04869	PF18770
PF01680	PF07685
PF12204	PF12204
PF05932	PF05932
PF03440	PF09275
PF00146	PF15879
PF08227	PF08651
PF00164	PF03889
PF00004	PF00240
PF02978	PF02978
PF06228	PF06228
PF00460	PF02049
PF01177	PF01177
PF00249	PF01398
PF18403	PF18403
PF01223	PF13930
PF11155	PF11155
PF02899	PF05367
PF00979	PF05993
PF03159	PF18129
PF02133	PF02222
PF00571	PF01214
PF00397	PF00632
PF01193	PF03604
PF00413	PF08548
PF06071	PF06071
PF00153	PF00956
PF00846	PF01547
PF07724	PF17871
PF00281	PF00687
PF05496	PF17856
PF02595	PF02595
PF00753	PF14863
PF00249	PF00533
PF00757	PF14843
PF01668	PF01668
PF00072	PF02518
PF05016	PF05016
PF10401	PF10401
PF00125	PF03731
PF04055	PF12544
PF00351	PF03301
PF04078	PF04078
PF13419	PF13419
PF07733	PF07733
PF00870	PF02180
PF16499	PF16499
PF01246	PF01929
PF04446	PF04446
PF03781	PF03781
PF09371	PF12836
PF01085	PF07995
PF01183	PF08239
PF03062	PF07731
PF00111	PF01315
PF16525	PF16525
PF00440	PF00440
PF01121	PF02150
PF11921	PF13306
PF17128	PF17128
PF00573	PF17135
PF10597	PF15458
PF00043	PF00736
PF10588	PF13510
PF07519	PF07519
PF03720	PF03721
PF03861	PF08376
PF02493	PF02493
PF00047	PF00969
PF04045	PF04699
PF05177	PF05177
PF00587	PF01168
PF00063	PF13405
PF13374	PF13414
PF00377	PF07686
PF01619	PF18327
PF00004	PF01851
PF00514	PF02136
PF00571	PF09151
PF05299	PF13180
PF06761	PF06761
PF00074	PF13516
PF00928	PF02883
PF11480	PF12106
PF00249	PF04433
PF00345	PF00419
PF00124	PF02532
PF16332	PF18675
PF00025	PF01369
PF00169	PF18385
PF08857	PF08857
PF01207	PF01715
PF02704	PF02704
PF05381	PF05381
PF03287	PF03287
PF00069	PF00989
PF04658	PF12157
PF12975	PF12975
PF17974	PF18080
PF03783	PF03783
PF00641	PF00673
PF00251	PF02374
PF00869	PF07654
PF00890	PF08501
PF02384	PF08684
PF01077	PF04358
PF01250	PF01327
PF01598	PF03198
PF00244	PF01204
PF00173	PF07654
PF03439	PF04997
PF16808	PF16808
PF00476	PF01612
PF02153	PF02153
PF02572	PF02572
PF08282	PF08282
PF04998	PF04998
PF05026	PF05026
PF08763	PF08763
PF16561	PF16561
PF00071	PF00616
PF00071	PF05276
PF03568	PF03568
PF02502	PF02502
PF04438	PF06068
PF14560	PF14560
PF14324	PF14324
PF01420	PF01420
PF00785	PF01627
PF10210	PF10210
PF11056	PF11056
PF01826	PF02868
PF11794	PF11794
PF00041	PF00654
PF01055	PF13802
PF12895	PF13424
PF09240	PF18001
PF00012	PF00562
PF00317	PF00317
PF00330	PF00694
PF00766	PF02770
PF13409	PF14497
PF02954	PF02954
PF03449	PF04563
PF00689	PF00690
PF02190	PF03226
PF02672	PF02800
PF00033	PF02167
PF06963	PF06963
PF02171	PF12212
PF00310	PF01546
PF01479	PF08071
PF03065	PF03065
PF04879	PF13510
PF03505	PF17993
PF00076	PF00610
PF13499	PF14752
PF00411	PF06747
PF00439	PF00628
PF09904	PF09904
PF14888	PF14888
PF08606	PF11831
PF01797	PF01797
PF00298	PF16320
PF02449	PF18120
PF16892	PF16892
PF13174	PF13181
PF02840	PF02840
PF01253	PF02020
PF00793	PF01817
PF08241	PF17987
PF00288	PF10509
PF01978	PF01978
PF00098	PF08082
PF05729	PF17776
PF03372	PF03498
PF02087	PF02087
PF01459	PF02374
PF12775	PF17852
PF00076	PF01652
PF04863	PF04863
PF00899	PF03671
PF16740	PF16740
PF00435	PF17902
PF03458	PF07686
PF02320	PF02320
PF00452	PF02180
PF10588	PF11497
PF00254	PF00307
PF01496	PF03224
PF13591	PF13591
PF01627	PF13857
PF03150	PF03150
PF15890	PF15890
PF00415	PF18111
PF00572	PF00573
PF00829	PF01016
PF00072	PF01627
PF13192	PF13192
PF01537	PF01537
PF01000	PF04998
PF03562	PF03562
PF00133	PF00133
PF05733	PF05733
PF16856	PF16856
PF01225	PF01225
PF00400	PF01777
PF00977	PF00977
PF00124	PF03967
PF00018	PF01608
PF02542	PF07686
PF01170	PF01170
PF02903	PF16561
PF02185	PF02185
PF02991	PF02991
PF07686	PF15028
PF07804	PF13560
PF01564	PF01564
PF02282	PF11590
PF00132	PF00483
PF01059	PF10183
PF04270	PF04270
PF10275	PF10275
PF00207	PF07677
PF00001	PF00085
PF16521	PF16521
PF00533	PF04427
PF01571	PF04268
PF02132	PF02565
PF00125	PF00179
PF03366	PF04729
PF00623	PF03118
PF08649	PF08655
PF02516	PF04756
PF08657	PF08657
PF00240	PF03343
PF01992	PF05997
PF06747	PF07393
PF03193	PF16745
PF00573	PF10501
PF00046	PF05920
PF00271	PF18119
PF00380	PF00400
PF00151	PF01114
PF01246	PF01780
PF13426	PF13426
PF00270	PF03368
PF00072	PF00486
PF00010	PF08271
PF12771	PF12771
PF01113	PF02800
PF00005	PF00037
PF00028	PF05588
PF00179	PF05773
PF09238	PF09238
PF00384	PF18364
PF00170	PF00605
PF01575	PF01575
PF02923	PF02980
PF00514	PF02548
PF18457	PF18457
PF02820	PF02820
PF00885	PF01081
PF01913	PF02007
PF01096	PF01194
PF00955	PF07686
PF01300	PF03481
PF16753	PF16753
PF00017	PF01017
PF02609	PF02609
PF17404	PF17406
PF00400	PF08171
PF03893	PF03893
PF07677	PF17791
PF14720	PF14720
PF09267	PF18214
PF01471	PF01510
PF03583	PF03583
PF01346	PF01346
PF00017	PF00387
PF08572	PF12134
PF01084	PF10245
PF17989	PF17989
PF17489	PF17489
PF00004	PF00587
PF04815	PF04815
PF03205	PF03205
PF08842	PF15495
PF00208	PF00208
PF02289	PF02289
PF13428	PF14559
PF01793	PF01793
PF01223	PF01663
PF04010	PF04010
PF02840	PF12134
PF01039	PF17848
PF03974	PF03974
PF08503	PF08503
PF00109	PF18325
PF18377	PF18377
PF03489	PF05184
PF05790	PF07686
PF00169	PF00620
PF00150	PF00150
PF00001	PF00503
PF07152	PF07152
PF00051	PF00089
PF12209	PF13499
PF01189	PF01189
PF00936	PF10634
PF12774	PF18198
PF00561	PF18067
PF14614	PF14614
PF00696	PF08271
PF00004	PF02747
PF03876	PF04566
PF00927	PF01841
PF01280	PF01907
PF08477	PF16095
PF03589	PF03589
PF14674	PF14675
PF05622	PF05622
PF13702	PF13702
PF00753	PF07521
PF00195	PF00501
PF02167	PF05365
PF03552	PF03552
PF07034	PF07034
PF05001	PF10156
PF01398	PF18323
PF00449	PF01979
PF07498	PF07498
PF09897	PF09897
PF00282	PF01380
PF00070	PF01253
PF18556	PF18556
PF10391	PF14716
PF01223	PF18026
PF04738	PF04738
PF01161	PF18699
PF00093	PF01826
PF04097	PF08801
PF00070	PF01569
PF05175	PF05175
PF05049	PF05049
PF00082	PF18492
PF00540	PF02022
PF13418	PF13418
PF00107	PF00389
PF00589	PF05367
PF11715	PF11715
PF01404	PF01404
PF02827	PF02827
PF02617	PF13416
PF08645	PF17913
PF00548	PF00947
PF01314	PF02730
PF00136	PF08452
PF05497	PF16743
PF00018	PF00568
PF16896	PF16896
PF08651	PF08656
PF08532	PF08532
PF01607	PF05387
PF00169	PF00779
PF17794	PF17794
PF03997	PF03997
PF03992	PF03992
PF14678	PF14678
PF00856	PF18601
PF03613	PF03830
PF00915	PF05332
PF01119	PF13589
PF00830	PF01281
PF01751	PF03884
PF00004	PF18137
PF00628	PF17811
PF01340	PF01371
PF00064	PF07686
PF02876	PF17789
PF14492	PF16571
PF00340	PF00340
PF01749	PF01909
PF01123	PF07654
PF12802	PF12802
PF18089	PF18089
PF03178	PF03226
PF02395	PF03212
PF02321	PF16576
PF02302	PF02302
PF00022	PF03496
PF09565	PF09565
PF14572	PF14572
PF00786	PF00786
PF00433	PF02816
PF00069	PF00270
PF00091	PF12777
PF04055	PF08608
PF00063	PF00443
PF00753	PF17214
PF01423	PF05391
PF01823	PF07678
PF03931	PF16846
PF01435	PF01435
PF00025	PF08271
PF12903	PF12903
PF00463	PF00591
PF01263	PF01370
PF13439	PF13439
PF14938	PF14938
PF04612	PF04612
PF05641	PF17904
PF02216	PF07654
PF00433	PF01992
PF02931	PF07686
PF01122	PF14478
PF01648	PF13416
PF00177	PF05697
PF00578	PF00881
PF00109	PF08541
PF00381	PF00532
PF15645	PF15645
PF00066	PF07684
PF17435	PF17435
PF00011	PF00011
PF07521	PF12706
PF07837	PF07837
PF00240	PF02809
PF00589	PF13495
PF08227	PF08650
PF01336	PF08646
PF08501	PF18317
PF00240	PF01353
PF06048	PF06048
PF04053	PF07718
PF09273	PF09273
PF00530	PF01186
PF03718	PF03718
PF06628	PF06628
PF00440	PF17934
PF13949	PF13949
PF09615	PF09618
PF00071	PF08355
PF01421	PF17771
PF03876	PF05158
PF03950	PF08542
PF00154	PF00154
PF09414	PF18330
PF02779	PF02780
PF00423	PF00423
PF00832	PF01599
PF00136	PF03104
PF02204	PF02204
PF13088	PF14873
PF16811	PF16811
PF00400	PF01105
PF09271	PF09271
PF01895	PF01895
PF09264	PF09264
PF03636	PF03636
PF00076	PF00397
PF00163	PF03719
PF12977	PF12977
PF04084	PF14630
PF00563	PF05247
PF00027	PF13302
PF01092	PF01907
PF00501	PF11976
PF16320	PF16320
PF02216	PF12796
PF01569	PF01569
PF00178	PF02198
PF01151	PF04987
PF04053	PF14806
PF16005	PF16005
PF00056	PF00491
PF15283	PF15283
PF10391	PF10391
PF04056	PF04056
PF00481	PF07830
PF00118	PF03381
PF00047	PF07654
PF00590	PF10414
PF13423	PF13423
PF00152	PF02934
PF01509	PF09157
PF02082	PF02082
PF00531	PF00917
PF04046	PF04046
PF04257	PF12705
PF00753	PF17778
PF04054	PF04153
PF00521	PF16898
PF06816	PF07684
PF12689	PF12689
PF01547	PF01547
PF02320	PF05365
PF00090	PF17771
PF03358	PF03358
PF05685	PF05685
PF00036	PF04191
PF01238	PF01238
PF09637	PF09637
PF00562	PF00575
PF04045	PF04062
PF00552	PF06817
PF06058	PF18245
PF03453	PF03454
PF06247	PF07686
PF14438	PF14894
PF03404	PF13442
PF01381	PF18710
PF07677	PF11546
PF01373	PF01373
PF00347	PF00831
PF01125	PF02731
PF00019	PF13855
PF00478	PF00730
PF01807	PF02767
PF01108	PF14565
PF01749	PF06732
PF10075	PF18392
PF12169	PF12169
PF00089	PF01108
PF00404	PF07554
PF01433	PF11940
PF00129	PF09291
PF01794	PF01794
PF00653	PF00656
PF08512	PF15511
PF00148	PF08369
PF00318	PF00400
PF01423	PF02966
PF00391	PF00871
PF00128	PF09260
PF01751	PF17915
PF05712	PF05712
PF02763	PF02763
PF03175	PF03175
PF03059	PF03059
PF00587	PF03129
PF06725	PF06725
PF02121	PF02121
PF00382	PF01873
PF00352	PF03849
PF01358	PF12630
PF04545	PF13490
PF00177	PF00380
PF01395	PF01395
PF02449	PF08533
PF06857	PF16957
PF00753	PF14864
PF09087	PF09087
PF00593	PF14322
PF18087	PF18087
PF00562	PF08271
PF00145	PF12436
PF01000	PF03871
PF01151	PF07690
PF02532	PF07123
PF01282	PF17135
PF01869	PF01869
PF03535	PF07686
PF02760	PF02760
PF00881	PF00881
PF03031	PF03031
PF10245	PF16053
PF00930	PF07686
PF00018	PF00806
PF13247	PF14589
PF00179	PF18442
PF07686	PF18464
PF00041	PF01109
PF09392	PF09477
PF01374	PF01374
PF02140	PF07679
PF11539	PF11539
PF00076	PF00627
PF00378	PF00501
PF00886	PF01016
PF00069	PF07535
PF05282	PF10597
PF00503	PF07686
PF00476	PF03796
PF00240	PF18219
PF10371	PF17147
PF13457	PF13457
PF04449	PF04449
PF02896	PF02896
PF00352	PF04153
PF10298	PF14527
PF01850	PF01850
PF00023	PF00554
PF05641	PF05641
PF02046	PF02297
PF01092	PF01423
PF01096	PF02580
PF18293	PF18293
PF04366	PF05216
PF08306	PF08307
PF00240	PF00627
PF00140	PF04539
PF04551	PF04551
PF03439	PF04563
PF00077	PF00240
PF00717	PF00717
PF08281	PF17524
PF04542	PF04545
PF00175	PF05896
PF00041	PF07679
PF03392	PF03392
PF00089	PF09065
PF12169	PF13177
PF14582	PF14582
PF07039	PF07039
PF01044	PF08913
PF00008	PF02210
PF09018	PF09301
PF09628	PF09628
PF13177	PF14840
PF01239	PF01239
PF02814	PF02883
PF00223	PF05479
PF06745	PF06745
PF02909	PF03965
PF00106	PF01575
PF05983	PF07544
PF02931	PF07365
PF03104	PF09724
PF00440	PF08361
PF17795	PF17795
PF07703	PF17789
PF00194	PF00194
PF00329	PF04800
PF07575	PF07575
PF16923	PF16923
PF01609	PF02281
PF00270	PF13181
PF00982	PF00982
PF01067	PF13833
PF08808	PF09722
PF03835	PF10403
PF00091	PF17874
PF13377	PF13377
PF00082	PF18213
PF04934	PF06179
PF00542	PF00829
PF00949	PF07652
PF12219	PF12219
PF01336	PF15490
PF00468	PF00830
PF11479	PF11757
PF00237	PF00673
PF02671	PF16737
PF03770	PF03770
PF00889	PF00889
PF00682	PF02786
PF00347	PF01247
PF13420	PF13420
PF08389	PF08767
PF00773	PF17849
PF00571	PF02747
PF00292	PF01085
PF11479	PF11479
PF01207	PF03147
PF00004	PF02151
PF01494	PF01494
PF00041	PF01404
PF00096	PF00250
PF00728	PF14200
PF14671	PF14671
PF00076	PF00076
PF17939	PF17939
PF00327	PF01294
PF11102	PF11102
PF04110	PF06703
PF01895	PF02080
PF01421	PF08516
PF09922	PF17115
PF00300	PF01591
PF13802	PF16338
PF00398	PF14700
PF02201	PF09394
PF01590	PF13185
PF03296	PF12630
PF16701	PF16701
PF00126	PF03466
PF02276	PF02276
PF02150	PF05000
PF14520	PF14520
PF04539	PF04560
PF00400	PF00612
PF00069	PF00611
PF16268	PF16268
PF00076	PF02854
PF02743	PF02743
PF02969	PF03847
PF08242	PF08242
PF00033	PF03742
PF00037	PF03063
PF02772	PF04715
PF00849	PF01479
PF11517	PF17331
PF00036	PF00282
PF14535	PF14535
PF00150	PF01992
PF17788	PF17788
PF00573	PF01196
PF03143	PF03144
PF02776	PF02776
PF13690	PF13690
PF02607	PF02965
PF00910	PF00910
PF09643	PF09643
PF00076	PF18773
PF18099	PF18099
PF07545	PF17725
PF10804	PF10804
PF00018	PF00071
PF08992	PF09098
PF02731	PF08231
PF02617	PF03588
PF00400	PF18148
