domain_1	domain_2
PF17855	PF14629
PF00003	PF00003
PF00715	PF09240
PF00069	PF00035
PF13374	PF13424
PF08246	PF08246
PF00178	PF00023
PF00443	PF00096
PF00118	PF00166
PF00061	PF00061
PF00627	PF00179
PF00069	PF01214
PF07145	PF00658
PF01248	PF03501
PF00638	PF08767
PF01424	PF04857
PF00270	PF07541
PF00400	PF00163
PF10413	PF10413
PF13012	PF16450
PF00788	PF00169
PF01602	PF00025
PF00514	PF01056
PF00069	PF08332
PF11601	PF13499
PF00006	PF02823
PF00573	PF14978
PF00618	PF00788
PF00156	PF00215
PF05712	PF05712
PF03931	PF00240
PF04055	PF00919
PF00792	PF00454
PF02196	PF00017
PF18263	PF00493
PF02189	PF00017
PF00687	PF00281
PF00271	PF00730
PF07677	PF00089
PF08519	PF08542
PF00132	PF00132
PF07678	PF00090
PF03160	PF03160
PF00400	PF08145
PF04565	PF06883
PF14520	PF14520
PF00184	PF00184
PF00169	PF02174
PF01108	PF00008
PF07714	PF00169
PF01217	PF01602
PF08326	PF08326
PF03520	PF00520
PF00653	PF00656
PF00689	PF05366
PF00069	PF00097
PF03874	PF00076
PF05033	PF00856
PF00047	PF01437
PF12002	PF12002
PF02866	PF00069
PF00438	PF00438
PF05175	PF00472
PF02732	PF17949
PF00017	PF02196
PF01821	PF07686
PF00145	PF12436
PF07686	PF00028
PF07648	PF00651
PF01336	PF00488
PF00795	PF00515
PF13410	PF13410
PF10514	PF00452
PF01285	PF01285
PF07686	PF00041
PF18263	PF14629
PF00307	PF00047
PF00689	PF00690
PF01108	PF00594
PF00341	PF00431
PF01007	PF17655
PF00617	PF00788
PF14806	PF01602
PF07650	PF00338
PF00613	PF07686
PF00679	PF00069
PF08154	PF08154
PF02931	PF02931
PF01157	PF01090
PF00020	PF00917
PF01868	PF04032
PF14604	PF00240
PF00018	PF00023
PF02046	PF02297
PF00617	PF00071
PF09247	PF12157
PF00289	PF02785
PF13087	PF04851
PF03870	PF02150
PF00241	PF00439
PF00041	PF01030
PF01329	PF04814
PF00875	PF12114
PF12895	PF13414
PF00002	PF00002
PF02966	PF06424
PF14608	PF14608
PF00168	PF00388
PF00899	PF00899
PF00347	PF00238
PF12697	PF12697
PF00011	PF00525
PF02755	PF02755
PF00071	PF04099
PF13426	PF13426
PF01088	PF18031
PF13181	PF07719
PF00483	PF00483
PF02344	PF02344
PF01189	PF00400
PF00571	PF00654
PF01212	PF01212
PF00058	PF00045
PF00076	PF13532
PF01398	PF02889
PF00227	PF10584
PF00725	PF00108
PF00400	PF00380
PF00084	PF07686
PF14604	PF00611
PF00533	PF00125
PF00071	PF03455
PF00039	PF00039
PF17285	PF00400
PF05790	PF09191
PF00092	PF01413
PF13374	PF13176
PF01412	PF00022
PF00085	PF13499
PF00096	PF12874
PF00627	PF01849
PF00357	PF08725
PF04900	PF04900
PF06583	PF03623
PF01023	PF08205
PF02910	PF01127
PF00069	PF00780
PF04614	PF04882
PF00036	PF00076
PF00867	PF00271
PF00273	PF00129
PF11798	PF11799
PF00006	PF05511
PF17960	PF01403
PF00069	PF00498
PF00046	PF00250
PF10433	PF03226
PF00557	PF14826
PF09733	PF00400
PF12796	PF00452
PF01433	PF11838
PF00595	PF05937
PF00289	PF00364
PF00515	PF00012
PF09180	PF00587
PF04695	PF04695
PF13176	PF13424
PF01363	PF00023
PF07710	PF07710
PF01201	PF01926
PF04433	PF00249
PF00804	PF00804
PF00244	PF00018
PF00276	PF09809
PF00861	PF01161
PF04045	PF04699
PF00025	PF12796
PF00586	PF00586
PF13855	PF13927
PF01108	PF09294
PF00071	PF13426
PF02769	PF00586
PF13191	PF17872
PF00059	PF00229
PF00452	PF13637
PF16004	PF00400
PF00400	PF00118
PF05236	PF07524
PF07645	PF00008
PF00752	PF00705
PF00108	PF00108
PF16454	PF00017
PF03876	PF03871
PF00001	PF00085
PF00062	PF12796
PF02910	PF13085
PF03223	PF01813
PF02259	PF11865
PF00018	PF00240
PF13012	PF18420
PF00125	PF05764
PF01351	PF17745
PF00002	PF07686
PF12796	PF00091
PF00109	PF14765
PF02826	PF00400
PF01159	PF00673
PF01126	PF01126
PF13833	PF13833
PF00047	PF00047
PF00562	PF03604
PF00104	PF02166
PF02985	PF02985
PF04934	PF10156
PF01843	PF00071
PF02254	PF02254
PF00270	PF02847
PF00105	PF02291
PF00400	PF01423
PF00833	PF00400
PF13417	PF13417
PF02969	PF04494
PF00488	PF02518
PF12328	PF06978
PF02969	PF00454
PF02291	PF00105
PF00240	PF00641
PF09240	PF09294
PF02291	PF05236
PF08441	PF08441
PF00252	PF00573
PF04990	PF07500
PF01092	PF01200
PF03781	PF00884
PF00531	PF00917
PF11793	PF00179
PF00023	PF13621
PF00018	PF00611
PF00198	PF02780
PF00595	PF09007
PF00004	PF00125
PF13589	PF00488
PF01198	PF01667
PF00515	PF03256
PF00008	PF00047
PF13718	PF13718
PF00794	PF00794
PF16578	PF06083
PF00137	PF01992
PF00102	PF00102
PF00653	PF03145
PF02854	PF00271
PF00561	PF00149
PF00479	PF00479
PF00515	PF00255
PF00069	PF00046
PF03020	PF02961
PF00400	PF00515
PF02262	PF02761
PF01448	PF00850
PF05392	PF00116
PF00890	PF00890
PF00022	PF00307
PF00002	PF04901
PF04857	PF08675
PF01853	PF00096
PF17846	PF11952
PF00505	PF06068
PF00307	PF08726
PF00018	PF00617
PF00623	PF04983
PF01363	PF00240
PF07686	PF00090
PF09336	PF00004
PF00757	PF00757
PF13419	PF13419
PF02897	PF02897
PF13499	PF13202
PF13895	PF07679
PF00664	PF00664
PF00179	PF10585
PF05645	PF11705
PF08784	PF08646
PF02765	PF16686
PF00639	PF04992
PF15365	PF06058
PF09172	PF01347
PF00022	PF00626
PF03931	PF17211
PF00096	PF00627
PF17889	PF05729
PF00076	PF00036
PF02271	PF00675
PF02879	PF00408
PF00004	PF00400
PF07992	PF00462
PF00047	PF00531
PF03153	PF02268
PF13012	PF01398
PF00621	PF00125
PF05731	PF05731
PF15902	PF15901
PF01431	PF05649
PF03730	PF00125
PF16004	PF00009
PF01556	PF01025
PF00676	PF05193
PF02852	PF00085
PF02887	PF02887
PF02373	PF17811
PF04566	PF04561
PF07106	PF03962
PF03540	PF00249
PF00645	PF08063
PF00632	PF00198
PF08767	PF03810
PF08726	PF00307
PF10393	PF10393
PF00063	PF02736
PF07741	PF00352
PF00069	PF00168
PF04045	PF00022
PF01749	PF00027
PF02865	PF02865
PF04127	PF04127
PF00022	PF00118
PF00104	PF00989
PF00089	PF00431
PF17862	PF12796
PF04777	PF04777
PF08264	PF00133
PF00069	PF02985
PF00018	PF07653
PF15910	PF15910
PF00092	PF07678
PF02931	PF07686
PF09110	PF09110
PF08068	PF04135
PF13445	PF00179
PF02671	PF16737
PF00628	PF01853
PF01423	PF03517
PF03947	PF00347
PF03031	PF03031
PF00996	PF00076
PF00683	PF07645
PF15454	PF04670
PF01282	PF01667
PF08506	PF00071
PF00572	PF00276
PF01031	PF00271
PF00149	PF04152
PF05843	PF00125
PF05669	PF07544
PF00408	PF02879
PF03764	PF00679
PF00285	PF02866
PF00004	PF06581
PF14520	PF02732
PF13085	PF01127
PF00343	PF00343
PF11648	PF11648
PF00018	PF00786
PF08565	PF00183
PF00623	PF04992
PF00870	PF07710
PF09409	PF18486
PF02148	PF14492
PF00268	PF00870
PF00287	PF02038
PF03719	PF00410
PF02826	PF00169
PF00023	PF00554
PF00587	PF00152
PF00233	PF07686
PF05337	PF00047
PF02772	PF00438
PF00403	PF00122
PF00306	PF00306
PF02817	PF02779
PF03144	PF03143
PF00001	PF10413
PF11547	PF11547
PF01496	PF03223
PF00069	PF00160
PF07970	PF13850
PF01023	PF13927
PF00036	PF00069
PF03226	PF00069
PF04675	PF00705
PF04983	PF04563
PF00515	PF02518
PF00103	PF00041
PF02190	PF00096
PF00046	PF03165
PF00071	PF01363
PF00956	PF00125
PF00017	PF18379
PF00400	PF00180
PF01059	PF10183
PF01421	PF03736
PF13499	PF00520
PF04969	PF05002
PF02885	PF07831
PF01030	PF12796
PF02374	PF04190
PF00538	PF00538
PF13517	PF13517
PF05793	PF04563
PF04121	PF03177
PF02882	PF00763
PF00411	PF01283
PF00271	PF00125
PF02879	PF02879
PF07686	PF15910
PF12796	PF01636
PF01336	PF01286
PF01858	PF01857
PF02374	PF04420
PF00179	PF03810
PF07885	PF07885
PF00024	PF00089
PF01496	PF01496
PF03454	PF02932
PF01007	PF01007
PF01380	PF13522
PF08208	PF06883
PF00571	PF00069
PF10294	PF10294
PF00551	PF02911
PF04983	PF04992
PF06209	PF06209
PF00240	PF12861
PF00572	PF00347
PF00307	PF00018
PF08232	PF08232
PF00168	PF00130
PF00240	PF10275
PF03097	PF13949
PF02545	PF02545
PF00203	PF00164
PF00435	PF00397
PF02759	PF01477
PF00076	PF00013
PF00227	PF17862
PF04495	PF15070
PF09776	PF09812
PF12265	PF00400
PF00005	PF00781
PF12157	PF12157
PF08542	PF13177
PF00125	PF00628
PF13923	PF13923
PF08699	PF02170
PF00400	PF00034
PF00735	PF00735
PF01399	PF08375
PF00320	PF00320
PF04810	PF04810
PF01055	PF12999
PF05873	PF05405
PF10401	PF09030
PF02985	PF00888
PF08084	PF12134
PF00969	PF00047
PF01269	PF02005
PF00727	PF09238
PF00046	PF00096
PF00514	PF00583
PF06246	PF08083
PF00531	PF00020
PF12796	PF00025
PF01412	PF00071
PF16891	PF17817
PF00240	PF14369
PF00051	PF00021
PF03441	PF00875
PF00271	PF00400
PF04811	PF00025
PF07525	PF00017
PF01400	PF01400
PF00584	PF10559
PF07686	PF00005
PF00514	PF00104
PF00240	PF12047
PF13855	PF18212
PF02291	PF02969
PF00249	PF01426
PF18396	PF00069
PF01058	PF01370
PF04849	PF04849
PF01380	PF01380
PF12569	PF12569
PF00907	PF00907
PF01485	PF00240
PF17862	PF00023
PF00595	PF00071
PF00387	PF00169
PF00160	PF00160
PF08954	PF08953
PF00183	PF00012
PF00001	PF00339
PF00179	PF11793
PF01008	PF00483
PF18326	PF15289
PF00595	PF00778
PF00051	PF00051
PF00010	PF00071
PF00179	PF18091
PF07910	PF00240
PF00493	PF14551
PF13833	PF08763
PF00415	PF05351
PF03985	PF13181
PF00888	PF12678
PF03166	PF00046
PF04003	PF04192
PF00400	PF01253
PF01323	PF01323
PF12230	PF16837
PF04983	PF01000
PF00071	PF00454
PF00004	PF17862
PF08517	PF08517
PF08216	PF08216
PF00130	PF00621
PF18396	PF18396
PF13513	PF18808
PF04563	PF01194
PF12796	PF17862
PF00867	PF02747
PF07686	PF01064
PF00454	PF02259
PF03028	PF12781
PF01248	PF01599
PF06068	PF00022
PF13424	PF13181
PF04811	PF08033
PF09069	PF09068
PF04427	PF00271
PF00069	PF00850
PF00623	PF09637
PF00069	PF12330
PF03104	PF01896
PF00621	PF00169
PF00667	PF02898
PF10210	PF10210
PF01015	PF00411
PF03372	PF03372
PF13520	PF07686
PF07974	PF08441
PF00069	PF00621
PF06732	PF16589
PF17827	PF00472
PF00198	PF02817
PF13417	PF14497
PF00289	PF08326
PF05127	PF13718
PF03144	PF00134
PF14631	PF14674
PF05783	PF08385
PF00061	PF07686
PF02150	PF01193
PF04099	PF04051
PF02172	PF07988
PF02936	PF02284
PF10557	PF00179
PF03950	PF08542
PF07645	PF00058
PF01158	PF00828
PF00023	PF16179
PF00989	PF00069
PF00118	PF00069
PF01158	PF01294
PF00194	PF00194
PF00008	PF07645
PF02150	PF04566
PF02731	PF02184
PF03720	PF03720
PF03946	PF17777
PF00157	PF00157
PF00240	PF13923
PF00071	PF00621
PF00071	PF16652
PF00595	PF02214
PF00633	PF01541
PF09334	PF00133
PF10075	PF18323
PF00418	PF00418
PF00146	PF00329
PF00022	PF02205
PF00046	PF00319
PF00570	PF00271
PF00452	PF00619
PF01546	PF07687
PF04719	PF03847
PF01780	PF01092
PF00554	PF00170
PF04997	PF08271
PF00069	PF00888
PF01111	PF02984
PF09336	PF18097
PF05764	PF00125
PF05190	PF05188
PF00499	PF10200
PF00431	PF00089
PF03066	PF03066
PF01056	PF00018
PF02181	PF00022
PF00621	PF17838
PF00062	PF13637
PF00416	PF01667
PF00400	PF01849
PF05609	PF06309
PF00270	PF04427
PF02377	PF00595
PF00036	PF00080
PF05000	PF07500
PF00005	PF14396
PF09310	PF00046
PF01119	PF00488
PF13855	PF00019
PF13513	PF13513
PF00493	PF00022
PF00473	PF02793
PF00831	PF07679
PF00435	PF00063
PF00323	PF00323
PF09405	PF02792
PF00838	PF00179
PF01039	PF02785
PF00179	PF09358
PF00047	PF07686
PF02196	PF00433
PF00069	PF00433
PF04683	PF16550
PF01388	PF00076
PF01028	PF00204
PF13923	PF18574
PF12925	PF00020
PF00160	PF00850
PF02770	PF00441
PF00514	PF00071
PF00431	PF00008
PF00240	PF13639
PF00300	PF00300
PF14835	PF00097
PF01749	PF00764
PF04563	PF03439
PF10557	PF12678
PF00856	PF05033
PF00443	PF01399
PF06920	PF00071
PF01214	PF00004
PF07718	PF04053
PF00794	PF00071
PF03937	PF02910
PF00036	PF00018
PF00071	PF07714
PF00621	PF00041
PF00008	PF00051
PF00448	PF00448
PF07679	PF09470
PF02493	PF00498
PF00176	PF00106
PF00806	PF00806
PF00008	PF07686
PF07686	PF00246
PF12796	PF13857
PF00515	PF00254
PF00385	PF00176
PF00271	PF00505
PF00069	PF01207
PF05193	PF00049
PF16516	PF00641
PF05153	PF05153
PF02270	PF00352
PF00125	PF08214
PF05010	PF05010
PF00623	PF03870
PF07817	PF07817
PF00400	PF00833
PF00521	PF00204
PF01426	PF00125
PF00350	PF00063
PF07654	PF00173
PF00069	PF13499
PF00076	PF02824
PF01472	PF00125
PF00047	PF00341
PF01823	PF01823
PF16300	PF08953
PF10484	PF00333
PF17976	PF17976
PF00071	PF00989
PF00069	PF08569
PF00769	PF00595
PF00587	PF00004
PF13905	PF00578
PF00400	PF01217
PF00291	PF00571
PF00415	PF00638
PF03947	PF01780
PF00560	PF00092
PF03556	PF03556
PF01437	PF01833
PF01283	PF00400
PF01200	PF01200
PF00702	PF16878
PF00389	PF01412
PF02931	PF02932
PF00018	PF00435
PF00133	PF00133
PF02732	PF00400
PF00514	PF00044
PF13410	PF13417
PF02935	PF02238
PF09305	PF00229
PF00240	PF02762
PF00076	PF00097
PF00008	PF00757
PF05729	PF17779
PF02806	PF00686
PF00679	PF03764
PF00041	PF00782
PF00413	PF01471
PF00092	PF00089
PF13086	PF13086
PF06337	PF14836
PF07412	PF08839
PF00640	PF00017
PF02852	PF02817
PF00145	PF02008
PF00439	PF06001
PF17856	PF06068
PF13774	PF06375
PF00297	PF00238
PF00271	PF10477
PF05729	PF17889
PF05010	PF08447
PF04053	PF00069
PF01157	PF01599
PF03464	PF03143
PF01834	PF01834
PF00028	PF17812
PF04983	PF03870
PF00085	PF00462
PF03464	PF00009
PF13646	PF00149
PF00679	PF14492
PF13344	PF13344
PF00249	PF04433
PF02008	PF02008
PF00125	PF04729
PF00400	PF12134
PF07719	PF13432
PF05739	PF02991
PF00586	PF01071
PF06858	PF17835
PF06701	PF06701
PF00415	PF16186
PF01472	PF00400
PF11838	PF11838
PF04053	PF08752
PF02769	PF01071
PF00503	PF08703
PF05460	PF14630
PF02854	PF02854
PF16837	PF12171
PF05920	PF05920
PF00249	PF00439
PF17862	PF13637
PF03876	PF01191
PF00688	PF00019
PF00612	PF00023
PF00200	PF08516
PF08418	PF04042
PF00870	PF07686
PF06424	PF06424
PF09066	PF02883
PF07714	PF00254
PF03226	PF00622
PF01246	PF01015
PF03635	PF00787
PF10588	PF10589
PF14492	PF00679
PF05460	PF04084
PF02816	PF00433
PF00586	PF02843
PF00092	PF00008
PF00411	PF01090
PF02025	PF02025
PF02186	PF18121
PF07714	PF00017
PF09268	PF13838
PF01421	PF13855
PF00999	PF00999
PF00514	PF01049
PF17256	PF13432
PF05190	PF05192
PF01259	PF01259
PF03378	PF03810
PF01008	PF00009
PF00008	PF00082
PF01056	PF00010
PF10996	PF10996
PF00515	PF00397
PF08603	PF00022
PF00572	PF01247
PF07716	PF00554
PF07722	PF07722
PF00884	PF14707
PF01213	PF00022
PF02017	PF02017
PF00169	PF00498
PF08208	PF06870
PF17781	PF01851
PF07992	PF02852
PF00373	PF02174
PF00622	PF13765
PF01991	PF01990
PF00025	PF16540
PF00627	PF02149
PF00595	PF00307
PF00071	PF01115
PF00814	PF09341
PF00362	PF07686
PF00076	PF00638
PF00067	PF00258
PF02985	PF01603
PF00644	PF00644
PF01496	PF00137
PF05739	PF00835
PF00622	PF02026
PF01030	PF01030
PF02735	PF00125
PF00229	PF09256
PF00412	PF00096
PF00076	PF01585
PF12796	PF08344
PF00008	PF00093
PF07479	PF00583
PF16884	PF00107
PF02933	PF02933
PF00076	PF00675
PF00621	PF00564
PF00240	PF03931
PF01158	PF00270
PF00069	PF00271
PF13920	PF02825
PF12220	PF06220
PF00400	PF00646
PF09776	PF00338
PF00069	PF16561
PF01344	PF01344
PF04563	PF01096
PF00564	PF00071
PF03165	PF00076
PF12925	PF12925
PF00633	PF04098
PF08516	PF08516
PF00009	PF16004
PF00625	PF00595
PF00566	PF00786
PF03144	PF00736
PF04565	PF02150
PF07714	PF00069
PF06179	PF10156
PF00184	PF00220
PF08672	PF12861
PF01126	PF00258
PF00069	PF00389
PF00179	PF01754
PF02883	PF02883
PF01849	PF01849
PF00530	PF00057
PF04997	PF03874
PF02373	PF02375
PF12796	PF15511
PF06733	PF13307
PF01423	PF09770
PF00886	PF00380
PF00583	PF12569
PF01557	PF01557
PF00562	PF13656
PF05729	PF17776
PF00104	PF16279
PF00675	PF05193
PF00258	PF00258
PF01157	PF01200
PF00550	PF02801
PF00207	PF07677
PF01058	PF10589
PF01336	PF00152
PF01472	PF04925
PF01466	PF04300
PF00493	PF00493
PF17790	PF00084
PF00009	PF03143
PF00969	PF07686
PF02801	PF16197
PF08513	PF08513
PF12998	PF09340
PF00009	PF00009
PF15320	PF03291
PF00514	PF02731
PF00096	PF00498
PF01778	PF05997
PF01399	PF05160
PF00086	PF00050
PF00889	PF00009
PF11802	PF05837
PF00780	PF00069
PF02854	PF02020
PF00046	PF02826
PF04006	PF00163
PF08337	PF00071
PF02291	PF02269
PF00373	PF18038
PF01398	PF01423
PF05769	PF05769
PF07714	PF14575
PF00004	PF10602
PF10602	PF10602
PF03153	PF00352
PF02290	PF08492
PF00493	PF14629
PF13919	PF01088
PF04950	PF00164
PF05739	PF00804
PF07743	PF07743
PF13519	PF00240
PF01602	PF01217
PF00322	PF00322
PF00069	PF12796
PF16187	PF00675
PF12998	PF12998
PF00240	PF16546
PF08082	PF02731
PF02840	PF02840
PF13415	PF01344
PF00147	PF00147
PF07973	PF02824
PF00850	PF00160
PF00790	PF00790
PF17779	PF17889
PF00562	PF00149
PF00856	PF02182
PF00237	PF01196
PF13927	PF18452
PF00237	PF00237
PF00856	PF00856
PF09103	PF05160
PF04053	PF01602
PF04055	PF04055
PF00313	PF00076
PF00005	PF00687
PF00023	PF00008
PF03454	PF03454
PF00240	PF00204
PF13410	PF02798
PF07574	PF08746
PF00071	PF12796
PF02889	PF00271
PF04567	PF04565
PF00270	PF00400
PF00227	PF01398
PF00004	PF00443
PF17903	PF01015
PF00525	PF00525
PF14306	PF01747
PF02747	PF08542
PF00782	PF00102
PF03166	PF11409
PF02709	PF13733
PF00830	PF01016
PF13510	PF01512
PF01423	PF00096
PF07716	PF16179
PF08606	PF08606
PF00278	PF00278
PF12780	PF12781
PF04851	PF00271
PF00169	PF00168
PF00176	PF00176
PF11566	PF11566
PF00403	PF00702
PF03144	PF00005
PF08148	PF13181
PF00689	PF00689
PF00041	PF00092
PF01090	PF01667
PF03635	PF03643
PF00063	PF13499
PF00096	PF00856
PF00347	PF00673
PF00989	PF00010
PF00102	PF00041
PF00069	PF01094
PF00930	PF00930
PF00254	PF00254
PF00071	PF09457
PF00620	PF00786
PF00347	PF00009
PF00091	PF04130
PF00454	PF00400
PF03308	PF02310
PF00096	PF00046
PF10406	PF03540
PF00019	PF00041
PF01667	PF01015
PF04628	PF04051
PF03801	PF03801
PF00240	PF13519
PF00076	PF02985
PF00076	PF02037
PF04815	PF00626
PF00204	PF00240
PF00004	PF01398
PF07496	PF07496
PF00400	PF12110
PF00022	PF01044
PF00318	PF00189
PF00530	PF00084
PF03129	PF03129
PF00347	PF01280
PF00564	PF00787
PF04990	PF01193
PF00439	PF00125
PF00633	PF00633
PF02939	PF05193
PF18428	PF00870
PF00076	PF01652
PF00389	PF00117
PF00069	PF03166
PF00536	PF00069
PF00412	PF00320
PF09311	PF09311
PF02159	PF00104
PF00397	PF00307
PF03178	PF10433
PF04997	PF04997
PF00255	PF00515
PF08515	PF07714
PF02773	PF02773
PF00792	PF00794
PF00125	PF00179
PF00076	PF00658
PF13472	PF00400
PF00076	PF00160
PF13855	PF01421
PF05000	PF01096
PF12619	PF04729
PF00249	PF00096
PF00178	PF00170
PF00096	PF00164
PF02798	PF14497
PF04992	PF03870
PF00181	PF07147
PF04192	PF04003
PF10033	PF10033
PF01839	PF07974
PF01138	PF17849
PF02874	PF01992
PF01159	PF01929
PF00850	PF00850
PF00645	PF00645
PF03061	PF03061
PF04983	PF00562
PF11835	PF11835
PF08083	PF02966
PF00641	PF16516
PF00129	PF04253
PF16661	PF16661
PF00439	PF00400
PF01056	PF00514
PF00018	PF00892
PF01344	PF13964
PF17777	PF00009
PF00498	PF16183
PF01039	PF08326
PF00531	PF00023
PF00117	PF06418
PF00271	PF00268
PF13646	PF08375
PF14396	PF00664
PF01109	PF01109
PF18409	PF18409
PF02865	PF02864
PF00018	PF00012
PF15276	PF16891
PF07830	PF00481
PF00071	PF00023
PF01214	PF02146
PF00562	PF04563
PF00067	PF00550
PF01434	PF17862
PF07714	PF00018
PF00056	PF03446
PF02166	PF00104
PF00642	PF05182
PF01728	PF00271
PF10433	PF07189
PF00091	PF00225
PF18323	PF18420
PF00583	PF00400
PF00850	PF00249
PF01749	PF01138
PF04005	PF04139
PF02351	PF00019
PF07650	PF05291
PF13405	PF13202
PF11540	PF01221
PF02769	PF18076
PF14551	PF00493
PF00289	PF02787
PF13510	PF12838
PF08917	PF01064
PF07686	PF00085
PF00017	PF07686
PF00058	PF07645
PF00830	PF01084
PF00458	PF00587
PF00069	PF00250
PF00320	PF00989
PF17791	PF07677
PF00240	PF13920
PF02145	PF02145
PF00757	PF01030
PF00615	PF00595
PF04139	PF04005
PF00341	PF13927
PF00153	PF00069
PF10585	PF00899
PF04998	PF01192
PF00047	PF01462
PF07654	PF00020
PF01221	PF01221
PF08033	PF04810
PF04046	PF01423
PF03144	PF03463
PF02991	PF03416
PF01869	PF01869
PF14670	PF00431
PF13920	PF13920
PF00362	PF07974
PF04561	PF04560
PF00454	PF11865
PF00076	PF00085
PF00047	PF07679
PF06009	PF00052
PF00025	PF00071
PF01179	PF02727
PF05783	PF05783
PF00177	PF01090
PF14806	PF04053
PF00271	PF08148
PF02898	PF00595
PF07707	PF00651
PF15901	PF15902
PF13848	PF13848
PF00318	PF00203
PF01851	PF00627
PF01479	PF01282
PF10156	PF05983
PF13637	PF00023
PF04563	PF01193
PF15490	PF09170
PF00397	PF00515
PF00008	PF01462
PF04139	PF02144
PF02826	PF00069
PF01712	PF10183
PF09763	PF15469
PF01466	PF00646
PF00240	PF00632
PF17900	PF17900
PF01912	PF00134
PF09346	PF09346
PF02525	PF02525
PF00616	PF00071
PF16197	PF16197
PF04563	PF04566
PF13181	PF13424
PF01459	PF01459
PF00447	PF00400
PF03171	PF03171
PF00069	PF02747
PF00515	PF08321
PF00179	PF17978
PF00271	PF00076
PF01201	PF00400
PF07714	PF00757
PF00403	PF00080
PF18109	PF18109
PF00306	PF01992
PF09058	PF02828
PF01023	PF13895
PF11788	PF09812
PF08625	PF04003
PF07654	PF00092
PF02785	PF02786
PF00085	PF02852
PF00562	PF01000
PF08572	PF00400
PF00227	PF00069
PF00086	PF00086
PF00037	PF00890
PF00365	PF00149
PF07677	PF07677
PF12330	PF00069
PF00058	PF07686
PF00439	PF02969
PF00397	PF00595
PF00067	PF00111
PF02824	PF00076
PF00107	PF08240
PF00050	PF00053
PF00318	PF00400
PF00069	PF00155
PF09240	PF00047
PF16579	PF00571
PF18137	PF04084
PF04567	PF01194
PF02938	PF00152
PF00682	PF00682
PF01179	PF02728
PF14575	PF07714
PF00093	PF00008
PF04379	PF04379
PF04561	PF00125
PF16275	PF16275
PF02936	PF05193
PF04998	PF04563
PF00621	PF00017
PF04997	PF01194
PF00753	PF10996
PF08311	PF08311
PF00241	PF07714
PF00080	PF00080
PF02359	PF02359
PF03876	PF02150
PF00008	PF05118
PF02180	PF00619
PF04560	PF01192
PF07228	PF07228
PF00169	PF00433
PF00208	PF02812
PF00207	PF07686
PF02179	PF02179
PF18336	PF05641
PF00069	PF00617
PF00962	PF00930
PF03166	PF03166
PF17790	PF07703
PF03224	PF01991
PF00069	PF16579
PF00629	PF00047
PF10280	PF10156
PF01426	PF15511
PF01602	PF07718
PF07521	PF16661
PF00105	PF00096
PF01248	PF01248
PF01712	PF01712
PF13307	PF04056
PF01049	PF00514
PF09057	PF00653
PF00143	PF09294
PF01269	PF03813
PF01246	PF01777
PF17759	PF17759
PF17219	PF17219
PF00071	PF00617
PF11626	PF16772
PF00637	PF00012
PF00389	PF00096
PF02196	PF00620
PF00096	PF00249
PF00478	PF00478
PF07686	PF13499
PF00205	PF00071
PF02878	PF00408
PF03144	PF01873
PF07140	PF01108
PF04614	PF05648
PF01813	PF01991
PF14938	PF05739
PF02210	PF00008
PF00763	PF00763
PF08332	PF08332
PF00619	PF13920
PF06325	PF06325
PF01044	PF02985
PF00069	PF13637
PF00122	PF00702
PF08375	PF18503
PF00009	PF00736
PF07719	PF00071
PF07686	PF01344
PF00069	PF00749
PF00621	PF00069
PF11919	PF00227
PF18397	PF00069
PF00008	PF00028
PF00433	PF00615
PF00400	PF00106
PF00249	PF00583
PF08367	PF00675
PF08542	PF00004
PF00347	PF01246
PF03764	PF03144
PF00787	PF00787
PF00595	PF00610
PF02779	PF02780
PF18452	PF13927
PF00198	PF00632
PF00613	PF00017
PF00009	PF00575
PF00071	PF13637
PF17759	PF18552
PF00006	PF01991
PF05160	PF10602
PF04004	PF03985
PF05739	PF05739
PF13718	PF13725
PF00498	PF00505
PF02188	PF13424
PF00288	PF08544
PF16550	PF01088
PF18797	PF00514
PF04998	PF01000
PF00018	PF00443
PF04053	PF00676
PF08412	PF00520
PF01780	PF00832
PF04560	PF04563
PF07992	PF18267
PF03345	PF04597
PF00023	PF00169
PF02991	PF00957
PF04997	PF03439
PF17791	PF00207
PF01192	PF04560
PF00347	PF00827
PF00268	PF00317
PF06218	PF12257
PF00550	PF00501
PF13833	PF01067
PF00400	PF16004
PF00071	PF02145
PF00684	PF00012
PF00071	PF00786
PF14520	PF08423
PF00619	PF00619
PF01423	PF02826
PF00935	PF01092
PF00038	PF00170
PF10374	PF10373
PF06632	PF06632
PF00291	PF00291
PF12780	PF00400
PF05000	PF01193
PF01912	PF01912
PF00289	PF00117
PF01603	PF00149
PF01251	PF00410
PF00169	PF01852
PF00651	PF00651
PF09340	PF12998
PF00270	PF09405
PF00018	PF00595
PF01753	PF01753
PF00076	PF16294
PF00443	PF00240
PF00198	PF02852
PF05000	PF04566
PF00653	PF16673
PF08565	PF02518
PF00023	PF17862
PF10433	PF10433
PF02213	PF02213
PF01215	PF00400
PF00365	PF00270
PF08240	PF00107
PF00071	PF12068
PF00400	PF00009
PF00069	PF00107
PF00264	PF00264
PF02878	PF02879
PF00828	PF01632
PF04433	PF07496
PF00069	PF00664
PF05185	PF17285
PF13637	PF13637
PF03062	PF03062
PF00754	PF00008
PF10417	PF10417
PF00177	PF00076
