domain_1	domain_2
PF01722	PF00462
PF00168	PF00595
PF05793	PF04998
PF02798	PF00009
PF00817	PF00817
PF03143	PF00076
PF00254	PF00080
PF00514	PF00047
PF16559	PF16559
PF01462	PF13855
PF00362	PF08441
PF00179	PF00271
PF00488	PF00271
PF00312	PF01250
PF07679	PF00167
PF07034	PF04084
PF00017	PF07525
PF02263	PF02263
PF09011	PF09011
PF03952	PF00113
PF10584	PF00004
PF00008	PF00023
PF00503	PF00001
PF00069	PF02984
PF12220	PF00076
PF16488	PF16487
PF02809	PF02809
PF03259	PF08923
PF01000	PF01193
PF08311	PF00400
PF18396	PF18394
PF03950	PF00025
PF08662	PF08662
PF01835	PF00207
PF00400	PF02732
PF02826	PF00046
PF04408	PF00271
PF02184	PF01423
PF12110	PF04121
PF01603	PF00400
PF02770	PF02770
PF08083	PF00400
PF00400	PF01412
PF09336	PF09336
PF00454	PF13921
PF00318	PF01283
PF00017	PF00433
PF07679	PF13895
PF09380	PF00769
PF04855	PF04433
PF00071	PF07686
PF00023	PF07679
PF00041	PF00047
PF00023	PF00533
PF17219	PF16207
PF00535	PF00535
PF04998	PF04561
PF04998	PF04990
PF17207	PF16679
PF00096	PF00227
PF00384	PF12838
PF00408	PF02878
PF12783	PF16213
PF00096	PF01423
PF07714	PF07714
PF00149	PF08321
PF00439	PF00134
PF00328	PF00328
PF00373	PF09007
PF02874	PF00213
PF08729	PF00125
PF00169	PF02212
PF08726	PF13499
PF04814	PF04814
PF02214	PF13833
PF00327	PF17135
PF08344	PF12796
PF00005	PF00069
PF00334	PF00125
PF00076	PF08075
PF08337	PF08337
PF18442	PF00179
PF07521	PF07521
PF05924	PF05972
PF08418	PF08996
PF07749	PF00262
PF05000	PF06883
PF00575	PF00069
PF06701	PF18346
PF02668	PF02668
PF06337	PF06337
PF01780	PF01248
PF00888	PF12861
PF06487	PF00076
PF02167	PF02921
PF00595	PF17817
PF03127	PF09311
PF06105	PF01080
PF07645	PF00431
PF00656	PF00656
PF00096	PF00515
PF03932	PF03932
PF00001	PF00615
PF04814	PF01329
PF14551	PF17207
PF01454	PF07574
PF01031	PF00169
PF00048	PF00001
PF01096	PF03871
PF18772	PF18772
PF00646	PF02984
PF00071	PF00501
PF01165	PF00411
PF00400	PF02390
PF00736	PF03144
PF02879	PF02878
PF04427	PF00400
PF13637	PF07686
PF00827	PF01655
PF08674	PF08674
PF00514	PF00069
PF01991	PF03179
PF08083	PF16004
PF00439	PF00176
PF16561	PF00069
PF00104	PF00514
PF04421	PF00071
PF08568	PF00888
PF03911	PF00344
PF08393	PF12780
PF00170	PF00352
PF07645	PF12947
PF00412	PF13857
PF00033	PF02271
PF01280	PF01092
PF00438	PF02773
PF07686	PF17791
PF00069	PF00008
PF08771	PF16978
PF00069	PF06391
PF00025	PF04815
PF14447	PF00240
PF03643	PF09325
PF13959	PF00271
PF00969	PF00129
PF09068	PF09069
PF05835	PF05739
PF01023	PF00036
PF13499	PF01387
PF00071	PF18773
PF00149	PF04979
PF00069	PF04857
PF14492	PF00009
PF00105	PF00105
PF00009	PF02798
PF00623	PF01193
PF02171	PF16486
PF00096	PF00595
PF00627	PF00096
PF04997	PF13656
PF00045	PF00413
PF00956	PF00638
PF01191	PF01193
PF04950	PF09202
PF00347	PF00237
PF02781	PF02781
PF01423	PF06220
PF00069	PF04739
PF03953	PF04130
PF00053	PF00041
PF00591	PF00591
PF00623	PF04566
PF06418	PF00117
PF00249	PF02969
PF05158	PF02150
PF02991	PF03987
PF18379	PF18379
PF04560	PF04561
PF01124	PF01124
PF00542	PF00298
PF00406	PF07714
PF00022	PF01412
PF00022	PF00514
PF00408	PF00400
PF08699	PF08699
PF02883	PF01602
PF00093	PF01826
PF08699	PF02171
PF07648	PF00019
PF02026	PF00622
PF03451	PF00400
PF00089	PF01483
PF05190	PF02518
PF00628	PF00271
PF02254	PF07885
PF09809	PF00468
PF02359	PF17862
PF04729	PF00125
PF00554	PF00085
PF00149	PF10488
PF00240	PF00004
PF04983	PF01193
PF02149	PF00069
PF00387	PF00168
PF05486	PF02290
PF00397	PF00069
PF00436	PF00436
PF00957	PF12352
PF17862	PF17781
PF00270	PF01158
PF05937	PF00595
PF03870	PF01096
PF00109	PF16197
PF00097	PF00271
PF00514	PF00764
PF05997	PF14374
PF00595	PF00018
PF00227	PF01399
PF02747	PF00752
PF00028	PF00008
PF00271	PF02826
PF09174	PF09174
PF02045	PF00808
PF00628	PF01426
PF16121	PF00467
PF02135	PF12162
PF00728	PF00728
PF03129	PF00749
PF00554	PF00010
PF00008	PF13432
PF09763	PF04048
PF00637	PF00995
PF02185	PF00071
PF00806	PF00076
PF00240	PF03343
PF00380	PF04427
PF00623	PF00623
PF00129	PF00047
PF00069	PF00244
PF00155	PF00155
PF00433	PF02185
PF02463	PF02463
PF00581	PF07992
PF07200	PF09454
PF08205	PF13895
PF14570	PF00179
PF16533	PF16533
PF01462	PF13306
PF10584	PF00227
PF01015	PF01092
PF02985	PF00400
PF04997	PF01192
PF00827	PF01247
PF06544	PF08572
PF00004	PF01399
PF12998	PF10513
PF00373	PF00788
PF10602	PF01399
PF00827	PF01780
PF13086	PF18141
PF05351	PF00415
PF05770	PF05770
PF16546	PF00240
PF00714	PF07140
PF08286	PF03800
PF01193	PF01096
PF13840	PF18700
PF00333	PF00163
PF07686	PF00243
PF00493	PF05916
PF04950	PF04180
PF01269	PF01248
PF13561	PF00106
PF00168	PF00397
PF01000	PF01191
PF00271	PF07717
PF01576	PF01576
PF00373	PF00071
PF01201	PF00466
PF00900	PF01479
PF17135	PF01778
PF02150	PF04560
PF01833	PF01403
PF01214	PF01399
PF00564	PF00069
PF01283	PF00411
PF00610	PF00400
PF00271	PF02786
PF00533	PF00249
PF00177	PF00411
PF00170	PF00178
PF13489	PF13489
PF04057	PF18521
PF00059	PF08516
PF00400	PF00439
PF00821	PF00821
PF01922	PF02978
PF08209	PF00443
PF04563	PF00562
PF09382	PF00271
PF00018	PF01213
PF06456	PF00071
PF03345	PF05817
PF05188	PF13589
PF00271	PF00270
PF02037	PF00929
PF00514	PF13646
PF04997	PF04983
PF01246	PF01282
PF08412	PF00027
PF07686	PF17789
PF02319	PF02984
PF03986	PF03987
PF07686	PF00153
PF01158	PF00181
PF00089	PF00089
PF01652	PF00076
PF00060	PF10613
PF14629	PF14630
PF00254	PF13499
PF03810	PF01749
PF13589	PF05188
PF16423	PF16423
PF00271	PF00297
PF17789	PF17789
PF07815	PF09735
PF00884	PF00884
PF11548	PF11548
PF00008	PF05686
PF09141	PF01044
PF04321	PF02772
PF16880	PF18150
PF16124	PF00271
PF07531	PF00856
PF13202	PF13202
PF00307	PF00091
PF05193	PF00675
PF01431	PF01431
PF17794	PF17794
PF17789	PF07678
PF18123	PF18123
PF00514	PF03066
PF03730	PF02735
PF00928	PF00076
PF01193	PF03871
PF00231	PF00006
PF02171	PF16488
PF00270	PF09382
PF00069	PF02149
PF00166	PF00118
PF03477	PF03477
PF02347	PF02347
PF08832	PF00104
PF00312	PF03719
PF00410	PF01249
PF00089	PF00008
PF00505	PF00176
PF04997	PF04563
PF16507	PF00227
PF01853	PF17772
PF18323	PF13012
PF06645	PF06703
PF00632	PF00240
PF01251	PF01423
PF03068	PF03068
PF00010	PF00010
PF09294	PF14565
PF17875	PF04560
PF00104	PF02155
PF01582	PF00047
PF00069	PF00400
PF14306	PF01583
PF01667	PF01280
PF01632	PF01084
PF00246	PF00089
PF04561	PF04565
PF01363	PF00097
PF00466	PF00298
PF01847	PF00439
PF00268	PF00400
PF07651	PF01417
PF01214	PF00850
PF00627	PF00632
PF00035	PF00252
PF03719	PF00312
PF00175	PF00970
PF01582	PF01582
PF00397	PF00168
PF18613	PF18613
PF04997	PF04992
PF01138	PF10447
PF16471	PF13424
PF01404	PF00069
PF00364	PF08326
PF16000	PF01115
PF07679	PF00194
PF00514	PF00415
PF01857	PF01858
PF02518	PF00270
PF08282	PF00689
PF12125	PF12125
PF00557	PF00004
PF00076	PF00610
PF00645	PF05406
PF00244	PF00571
PF07653	PF00017
PF00160	PF00125
PF00307	PF00435
PF18376	PF18376
PF13499	PF04832
PF06001	PF00439
PF00125	PF10384
PF16363	PF01370
PF02772	PF02773
PF02874	PF02823
PF00412	PF00595
PF00041	PF07686
PF03986	PF04110
PF03104	PF03104
PF00071	PF08271
PF00431	PF00754
PF07541	PF03144
PF12134	PF01423
PF13507	PF18076
PF03271	PF01302
PF00514	PF08347
PF00621	PF16652
PF00047	PF00084
PF08292	PF04560
PF00066	PF06816
PF00112	PF00031
PF00347	PF01294
PF02182	PF00856
PF04757	PF04614
PF01291	PF00041
PF12796	PF07525
PF02516	PF04756
PF08565	PF00069
PF13476	PF13476
PF02854	PF00013
PF04997	PF03876
PF00653	PF13920
PF09730	PF09730
PF00107	PF08477
PF00096	PF13894
PF00907	PF00046
PF00012	PF00069
PF00153	PF01115
PF04300	PF12937
PF16589	PF00533
PF00452	PF00870
PF00046	PF16878
PF00498	PF00096
PF13510	PF04800
PF07814	PF07814
PF00806	PF00069
PF00646	PF00400
PF00071	PF04893
PF00008	PF00084
PF08941	PF08941
PF03095	PF00149
PF00069	PF16517
PF00071	PF00996
PF00493	PF00136
PF18379	PF00017
PF04997	PF01000
PF00180	PF00400
PF07686	PF00001
PF00041	PF00757
PF00179	PF04564
PF01423	PF01423
PF08397	PF08397
PF00081	PF00081
PF00122	PF13246
PF00226	PF00069
PF00005	PF01061
PF04136	PF00957
PF11931	PF03178
PF00102	PF00782
PF03126	PF03126
PF12631	PF12631
PF00651	PF00888
PF13589	PF05192
PF01423	PF02518
PF00654	PF00654
PF00240	PF00443
PF00069	PF00009
PF04992	PF01193
PF00400	PF04121
PF00400	PF03931
PF00503	PF00615
PF04719	PF02269
PF01813	PF01992
PF01213	PF01213
PF00454	PF00320
PF01926	PF07650
PF02727	PF02727
PF00503	PF00400
PF01833	PF00554
PF00270	PF01269
PF14551	PF05916
PF01729	PF02749
PF00431	PF00431
PF11976	PF00179
PF00240	PF10585
PF00170	PF12884
PF05000	PF00562
PF00995	PF04840
PF01991	PF01496
PF00931	PF02180
PF00690	PF00702
PF00413	PF00413
PF00041	PF01404
PF00533	PF00271
PF03870	PF01193
PF07992	PF14721
PF02854	PF00076
PF08567	PF18521
PF00917	PF00097
PF00069	PF01335
PF00134	PF16899
PF08030	PF08030
PF07474	PF13927
PF06003	PF04938
PF00041	PF00082
PF08506	PF00514
PF00055	PF00041
PF00189	PF00253
PF00564	PF00018
PF03399	PF05160
PF08423	PF08423
PF00458	PF03129
PF00805	PF00805
PF02919	PF00204
PF12895	PF13181
PF00085	PF00076
PF01747	PF01747
PF01667	PF01282
PF04042	PF18018
PF01000	PF03604
PF13561	PF13561
PF00240	PF01398
PF10251	PF01080
PF14732	PF00179
PF17205	PF08441
PF13405	PF00063
PF10276	PF12838
PF00573	PF10244
PF00205	PF00205
PF00454	PF00613
PF00225	PF00069
PF00181	PF01247
PF01365	PF01365
PF00271	PF04408
PF08033	PF04815
PF00241	PF00018
PF15826	PF00452
PF13857	PF13857
PF11816	PF00400
PF04803	PF04803
PF00306	PF02823
PF00076	PF03178
PF12796	PF01267
PF00018	PF00168
PF03483	PF17759
PF04683	PF00240
PF05739	PF00168
PF09415	PF15630
PF18422	PF18422
PF00636	PF03368
PF00018	PF02037
PF00179	PF08825
PF02786	PF00988
PF03308	PF03308
PF01556	PF00684
PF00034	PF00400
PF00400	PF00096
PF01926	PF01912
PF00726	PF01108
PF00069	PF02185
PF02985	PF08623
PF07679	PF00047
PF09030	PF08815
PF07347	PF06212
PF00326	PF00326
PF13513	PF01749
PF14580	PF12799
PF03937	PF00890
PF00025	PF00069
PF00091	PF00023
PF00069	PF01556
PF06936	PF02359
PF08544	PF00288
PF00615	PF00433
PF00018	PF00870
PF01283	PF01200
PF00620	PF03372
PF13522	PF13522
PF02760	PF02760
PF08534	PF00462
PF00240	PF16739
PF01058	PF10588
PF13765	PF00622
PF00400	PF03451
PF12799	PF12799
PF00347	PF01775
PF00169	PF16746
PF01851	PF00004
PF05856	PF06017
PF00071	PF02185
PF00788	PF00617
PF01159	PF08079
PF14374	PF03868
PF03463	PF03143
PF00084	PF01759
PF00036	PF00435
PF07541	PF01008
PF14497	PF13417
PF00080	PF00081
PF00271	PF06068
PF03463	PF00009
PF00041	PF01291
PF00346	PF06212
PF05994	PF02205
PF00022	PF00235
PF00071	PF17838
PF03876	PF03874
PF00129	PF07686
PF08934	PF00134
PF00515	PF04564
PF00514	PF05972
PF13229	PF13229
PF18797	PF18797
PF00827	PF01198
PF01412	PF01412
PF02181	PF00018
PF02518	PF08565
PF00102	PF02189
PF14631	PF14676
PF00400	PF02798
PF06920	PF06920
PF00043	PF18485
PF00334	PF00334
PF00572	PF00035
PF01138	PF01612
PF05856	PF04045
PF00069	PF00041
PF11798	PF00817
PF00042	PF00089
PF00282	PF00282
PF07654	PF07686
PF04037	PF07189
PF09268	PF01394
PF01403	PF01437
PF00177	PF00333
PF18264	PF00856
PF00560	PF01462
PF01426	PF00145
PF00176	PF00350
PF00322	PF00001
PF00063	PF00400
PF00565	PF00567
PF18139	PF18139
PF13522	PF01380
PF02167	PF05365
PF00327	PF00827
PF05739	PF05008
PF00271	PF00867
PF02751	PF00352
PF00899	PF14732
PF06470	PF02463
PF00017	PF00620
PF00364	PF02780
PF00542	PF01196
PF00225	PF00225
PF01092	PF01090
PF03178	PF00888
PF13927	PF00167
PF12534	PF12534
PF00125	PF00533
PF00198	PF00198
PF00568	PF00412
PF16486	PF16488
PF00249	PF01398
PF00071	PF00041
PF02888	PF03530
PF00090	PF17790
PF00093	PF00090
PF09445	PF09445
PF01363	PF01363
PF00300	PF00227
PF02234	PF02234
PF04774	PF01248
PF04997	PF03870
PF01667	PF01246
PF05739	PF00957
PF00076	PF04427
PF00006	PF16886
PF08641	PF08202
PF18004	PF17781
PF05392	PF02790
PF02762	PF00240
PF02755	PF00022
PF02174	PF00373
PF01336	PF00929
PF05160	PF01399
PF00069	PF00083
PF00252	PF00380
PF13191	PF13191
PF13927	PF13895
PF00989	PF00105
PF00012	PF00018
PF15511	PF01426
PF00899	PF03987
PF00100	PF00100
PF01624	PF05192
PF01775	PF01929
PF04423	PF02463
PF05064	PF13874
PF00240	PF18091
PF00493	PF18263
PF00057	PF00089
PF00340	PF13895
PF13418	PF01344
PF07686	PF00008
PF13499	PF00036
PF14396	PF00005
PF01992	PF00069
PF01667	PF00827
PF00226	PF00018
PF02847	PF00271
PF17218	PF16207
PF02229	PF02229
PF00679	PF03144
PF00297	PF01196
PF04969	PF09032
PF02885	PF02885
PF00085	PF10417
PF13855	PF12799
PF05158	PF05132
PF12796	PF00178
PF02212	PF01031
PF05327	PF04560
PF04006	PF03813
PF01437	PF18020
PF12796	PF12796
PF05641	PF17904
PF08646	PF08661
PF00009	PF02731
PF00443	PF17807
PF02518	PF00989
PF01302	PF01302
PF02492	PF07683
PF07653	PF00018
PF07686	PF07690
PF00466	PF00428
PF00227	PF12465
PF00079	PF14670
PF03950	PF00043
PF00611	PF02205
PF00057	PF00008
PF03671	PF00899
PF17787	PF17787
PF08752	PF16381
PF07686	PF00993
PF02150	PF04561
PF00533	PF00023
PF02798	PF00043
PF07654	PF14843
PF00932	PF02961
PF00441	PF00441
PF00632	PF00105
PF00179	PF02262
PF09457	PF00071
PF03719	PF01249
PF02727	PF01179
PF00827	PF01280
PF00018	PF00621
PF00928	PF01602
PF02823	PF00213
PF04566	PF02150
PF05158	PF04563
PF00133	PF00458
PF03878	PF04893
PF00400	PF08311
PF01023	PF00168
PF00018	PF04366
PF11538	PF02985
PF02259	PF02259
PF00038	PF00038
PF00046	PF05920
PF09282	PF00076
PF16122	PF00833
PF05645	PF04997
PF01404	PF01404
PF09079	PF00004
PF00198	PF00364
PF00554	PF00250
PF00792	PF00017
PF00208	PF00208
PF04427	PF00076
PF02984	PF00069
PF13465	PF00096
PF01399	PF00627
PF04998	PF04998
PF12697	PF00149
PF02939	PF00033
PF02996	PF01920
PF00025	PF01602
PF03357	PF05871
PF00096	PF02100
PF00483	PF00132
PF00514	PF00514
PF02172	PF02173
PF12230	PF16835
PF00036	PF00169
PF00118	PF00400
PF01251	PF00833
PF03604	PF01193
PF03517	PF01423
PF04006	PF01479
PF00009	PF13640
PF12774	PF12775
PF00285	PF00056
PF04135	PF01248
PF17838	PF00071
PF00071	PF00560
PF09173	PF03144
PF04121	PF00400
PF02268	PF02268
PF00069	PF00564
PF01403	PF00047
PF02735	PF02735
PF00560	PF00028
PF00227	PF00023
PF14732	PF00899
PF08389	PF00076
PF00226	PF03656
PF01030	PF00069
PF08205	PF00047
PF00560	PF00041
PF01426	PF00249
PF14843	PF12796
PF04729	PF12619
PF04096	PF03177
PF02775	PF02776
PF00102	PF07714
PF00616	PF00168
PF00587	PF00587
PF00698	PF16197
PF08947	PF07714
PF02598	PF02598
PF00108	PF02737
PF00240	PF09358
PF02181	PF06367
PF06220	PF12220
PF18091	PF18091
PF00397	PF00339
PF00351	PF00351
PF08084	PF00270
PF00268	PF03477
PF00071	PF00564
PF01852	PF01852
PF00226	PF00085
PF00400	PF00632
PF02792	PF00270
PF09696	PF09724
PF00091	PF13637
PF02167	PF00034
PF09164	PF09164
PF07703	PF00057
PF02852	PF00198
PF02155	PF00104
PF00787	PF00018
PF14497	PF02798
PF09057	PF09057
PF01363	PF00621
PF16906	PF00573
PF03489	PF05184
PF13181	PF13432
PF05729	PF00653
PF00503	PF00012
PF01896	PF01896
PF00176	PF02212
PF01031	PF00069
PF00243	PF00243
PF13176	PF00515
PF00696	PF00071
PF02115	PF02115
PF15275	PF01853
PF00380	PF10236
PF00569	PF18346
PF00400	PF00583
PF17796	PF17796
PF01842	PF01842
PF00125	PF00176
PF01193	PF01191
PF06459	PF00520
PF04983	PF04565
PF00004	PF00023
PF14598	PF00989
PF08477	PF00071
PF02847	PF02847
PF00071	PF00036
PF04563	PF04560
PF12796	PF00023
PF14833	PF14833
PF00850	PF00400
PF08389	PF03810
PF13499	PF13833
PF00786	PF00244
PF04564	PF00515
PF01509	PF08068
PF08311	PF12894
PF00183	PF00183
PF00098	PF00270
PF04053	PF14806
PF01505	PF17794
PF13895	PF00054
PF01044	PF01044
PF00149	PF00096
PF00762	PF00762
PF00619	PF02180
PF03039	PF00041
PF03308	PF01642
PF02214	PF01344
PF00400	PF00149
PF15991	PF15784
PF05873	PF00006
PF10419	PF17682
PF01437	PF17960
PF00571	PF00571
PF00573	PF16906
PF01159	PF01247
PF11705	PF08221
PF01393	PF01393
PF00012	PF00226
PF00804	PF00995
PF04049	PF04049
PF00013	PF00270
PF12134	PF12134
PF00400	PF01125
PF00400	PF16300
PF00152	PF01336
PF00271	PF00562
PF01269	PF01798
PF14497	PF14497
PF18373	PF18373
PF10613	PF00497
PF13516	PF12799
PF01433	PF17900
PF13621	PF00023
PF02205	PF00063
PF01144	PF01144
PF00022	PF02181
PF00041	PF07679
PF02251	PF02251
PF00010	PF00439
PF01900	PF01900
PF01015	PF01283
PF00226	PF00226
PF00004	PF13177
PF01847	PF01847
PF02874	PF00231
PF00651	PF00023
PF00560	PF00560
PF00240	PF18112
PF00630	PF00105
PF08683	PF03953
PF02985	PF00076
PF02188	PF00503
PF02841	PF02263
PF10996	PF16661
PF00270	PF00636
PF11577	PF11577
PF17256	PF13424
PF00271	PF02847
PF13855	PF00688
PF00069	PF00268
PF09781	PF10183
PF17988	PF17988
PF00675	PF00049
PF11976	PF02891
PF00023	PF00856
PF00025	PF01369
PF11976	PF03167
PF00268	PF00268
PF00205	PF02775
PF00573	PF05046
PF00619	PF00531
PF01025	PF00071
PF00097	PF02262
PF00454	PF00454
PF03871	PF04563
PF00572	PF00297
PF03029	PF03029
PF00250	PF00250
PF02135	PF08778
PF02518	PF00488
PF07686	PF00400
PF00017	PF02262
PF00169	PF00400
PF00610	PF00076
PF00452	PF12796
PF00709	PF00709
PF02786	PF02786
PF08214	PF00956
PF00179	PF10557
PF00036	PF00612
PF01624	PF05190
PF00619	PF00069
PF03731	PF03730
PF02267	PF02267
PF00271	PF08084
PF00412	PF07686
PF00505	PF00498
PF12896	PF12896
PF03143	PF02190
PF00400	PF02826
PF02205	PF00018
PF00170	PF07716
PF00097	PF12560
PF08441	PF07965
PF00335	PF00335
PF00063	PF00612
PF04997	PF00562
PF01843	PF01843
PF00764	PF00069
PF00076	PF00400
PF07686	PF00112
PF01246	PF01092
PF14604	PF12796
PF13424	PF13424
PF01094	PF01094
PF03234	PF08565
PF01398	PF18098
PF13646	PF00514
PF07686	PF01130
PF02257	PF00439
PF00791	PF00791
PF00240	PF16516
PF02985	PF03810
PF00071	PF00013
PF00595	PF02898
PF00790	PF02883
PF00318	PF00177
PF00106	PF01575
PF00107	PF00097
PF01269	PF05291
PF00856	PF00400
PF00850	PF01448
PF13640	PF11413
PF00178	PF00178
PF00178	PF12796
PF00439	PF00569
PF01031	PF00063
PF00207	PF00084
PF01064	PF01064
PF00071	PF08337
PF17872	PF14629
PF03455	PF02141
PF16482	PF16482
PF00022	PF00149
PF00092	PF00092
PF00318	PF00164
PF00047	PF00307
PF00240	PF01754
PF05347	PF00329
PF00240	PF00018
PF00443	PF00036
PF03871	PF03876
PF02878	PF02878
PF00092	PF00520
PF00890	PF07992
PF00749	PF04557
PF02141	PF03455
PF02911	PF00551
PF02518	PF10436
PF00989	PF14598
PF00069	PF00076
PF02026	PF02026
PF01912	PF01926
PF00023	PF01363
PF00010	PF01056
PF07686	PF00058
PF00273	PF09164
PF02793	PF00214
PF00520	PF00027
PF00089	PF00079
PF00400	PF00628
PF09240	PF06328
PF04438	PF06068
PF04970	PF04970
PF03871	PF01000
PF13927	PF00194
PF13540	PF13540
PF00306	PF00231
PF00387	PF00617
PF00307	PF00595
PF04564	PF00179
PF16275	PF00076
PF13499	PF02736
PF00069	PF01064
PF00621	PF00503
PF00514	PF00199
PF00240	PF07686
PF03068	PF08526
PF01426	PF01426
PF00652	PF00535
PF00270	PF01624
PF00400	PF00270
PF01067	PF00648
PF01472	PF01472
PF01280	PF00428
PF16121	PF00163
PF02180	PF00870
PF00057	PF00058
PF00069	PF00412
PF00004	PF09079
PF10401	PF01017
PF18192	PF18192
PF17771	PF00090
PF02376	PF00046
PF09637	PF06179
PF01926	PF01201
PF02817	PF02780
PF09240	PF09240
PF00568	PF00018
PF00237	PF00573
PF00040	PF01471
PF03946	PF00542
PF04084	PF14630
PF00050	PF00050
PF02820	PF02820
PF00533	PF16589
PF00018	PF12796
PF08661	PF08661
PF12796	PF13637
PF00023	PF01399
PF02197	PF15127
PF16420	PF03986
PF03951	PF03951
PF08623	PF00888
PF01248	PF00827
PF04084	PF04084
PF17862	PF09336
PF02225	PF02225
PF14580	PF14580
PF01193	PF03604
PF00104	PF00046
PF00169	PF00169
PF00410	PF00164
PF00830	PF00468
PF03810	PF02985
PF00659	PF00069
PF00125	PF00096
PF00753	PF00753
PF15276	PF00149
PF00439	PF00249
PF01157	PF01282
PF07303	PF05110
PF00687	PF01248
PF00145	PF00145
PF00435	PF00307
PF00689	PF00122
PF00705	PF00867
PF01030	PF00757
PF01380	PF00069
PF00653	PF05729
PF01008	PF00132
PF16193	PF16193
PF00433	PF00168
PF00380	PF01163
PF00152	PF02938
PF02008	PF00145
PF00160	PF00076
PF00462	PF00462
PF10541	PF07738
PF01023	PF01267
PF11987	PF11987
PF00515	PF00071
PF00289	PF02142
PF12775	PF17852
PF00583	PF00249
PF00984	PF00984
PF00621	PF07653
PF02985	PF00069
PF02731	PF08231
PF15925	PF10189
PF04561	PF01000
PF00754	PF00754
PF03637	PF00069
PF00549	PF00549
PF07654	PF07654
PF02359	PF14938
PF01436	PF01436
PF01655	PF01780
PF00069	PF00047
PF00130	PF00017
PF00587	PF00749
PF01145	PF01145
PF00400	PF11616
PF00049	PF01030
PF18020	PF01403
PF09128	PF00503
PF01084	PF14943
PF04990	PF04561
PF00350	PF00350
PF13920	PF00653
PF00041	PF00560
PF01403	PF07686
PF00198	PF00018
PF00149	PF00149
PF17872	PF00004
PF00610	PF00069
PF00993	PF00969
PF00069	PF02736
PF00400	PF00231
PF00240	PF18031
PF17795	PF17795
PF00788	PF00071
PF00069	PF00017
PF00458	PF00579
PF00043	PF00587
PF04811	PF04810
PF04050	PF09416
PF00595	PF00096
PF00792	PF16454
PF00009	PF00347
PF07686	PF13895
PF00300	PF00063
PF13833	PF00036
PF02889	PF18149
PF01331	PF03919
PF04565	PF01193
PF13893	PF13893
PF00085	PF00226
PF16837	PF01423
PF01667	PF01092
PF00505	PF00157
PF07714	PF08947
PF02765	PF02765
PF02985	PF04096
PF02518	PF00240
PF02812	PF00208
PF00059	PF00084
PF01108	PF14565
PF00270	PF00271
PF00059	PF00022
PF11467	PF05053
PF04565	PF04566
PF00036	PF00443
PF00125	PF09649
PF00400	PF02731
PF06479	PF06479
PF00400	PF04494
PF18098	PF01398
PF01133	PF01133
PF00350	PF01031
PF00641	PF00071
PF00271	PF02854
PF00069	PF00481
PF13874	PF05064
PF00754	PF00431
PF00307	PF00254
PF00373	PF00102
PF13840	PF13840
PF13927	PF00047
PF02197	PF02197
PF04049	PF13424
PF00270	PF00389
PF00130	PF00069
PF01239	PF00432
PF00120	PF00120
PF03097	PF03097
PF11919	PF16507
PF01433	PF01433
PF00297	PF00270
PF02866	PF00056
PF00970	PF00970
PF00623	PF13656
PF00340	PF00047
PF09358	PF00240
PF00595	PF17820
PF15342	PF00069
PF01399	PF01851
PF00069	PF00702
PF02883	PF09066
PF01157	PF01246
PF07966	PF00026
PF03909	PF03850
PF01583	PF00009
PF07974	PF07965
PF00076	PF03874
PF00023	PF07525
PF03871	PF03870
PF01092	PF01599
PF16579	PF16561
PF00230	PF00230
PF00025	PF01412
PF00300	PF00018
PF00400	PF08385
PF10609	PF10609
PF02196	PF00069
PF17047	PF00168
PF00069	PF00069
PF11705	PF05645
PF08068	PF04925
PF01391	PF01391
PF01496	PF02874
PF00814	PF00814
PF11560	PF11560
PF00268	PF00069
PF18077	PF03800
PF13181	PF13414
PF02377	PF00778
PF03372	PF00505
PF01398	PF13519
PF00366	PF00203
PF00899	PF00240
PF00586	PF02844
PF03166	PF01064
PF01329	PF01329
PF10175	PF15985
PF06991	PF03371
PF01912	PF00238
PF02214	PF11601
PF12179	PF11577
PF01479	PF01248
PF02750	PF02078
PF08767	PF08389
PF00271	PF04427
PF02847	PF02020
PF00069	PF18396
PF04758	PF03764
PF00229	PF00020
PF00169	PF00616
PF01387	PF01387
PF00466	PF01201
PF02686	PF01425
PF09068	PF00397
PF04983	PF13656
PF02002	PF02186
PF16517	PF16517
PF00008	PF02146
PF00004	PF00022
PF00615	PF04868
PF01509	PF16198
PF00027	PF08412
PF00069	PF00675
PF09280	PF03835
PF02351	PF17812
PF00400	PF02114
PF01393	PF01222
PF04758	PF01479
PF04563	PF04561
PF02297	PF00116
PF07645	PF05686
PF00071	PF00638
PF10433	PF02190
PF00090	PF17771
PF13432	PF13414
PF01193	PF02150
PF04566	PF05132
PF01158	PF00827
PF00769	PF00769
PF01661	PF01661
PF00829	PF10210
PF00619	PF00653
PF07147	PF01196
PF08282	PF08282
PF02752	PF00085
PF00069	PF00136
PF15243	PF13424
PF00009	PF00679
PF00307	PF00397
PF03520	PF13499
PF00240	PF17978
PF00122	PF08282
PF02244	PF07686
PF00439	PF00271
PF07703	PF07703
PF01192	PF03876
PF03483	PF18262
PF01813	PF00069
PF04857	PF04078
PF07992	PF00890
PF00822	PF10613
PF04130	PF03953
PF00084	PF00089
PF00118	PF01008
PF00254	PF08515
PF05064	PF05064
PF07975	PF03850
PF00503	PF09279
PF00025	PF04811
PF12861	PF12861
PF00071	PF16186
PF02985	PF13646
